crn,dept,course_id,instructor,title,modality,credits,capacity,days,start_time,end_time,location
81665,BIOL,BIOL 1115,W Lee,Principles of Biol Lab,F2F,1,0,R,10:10AM,12:05PM,DER 1022
81666,BIOL,BIOL 1115,W Lee,Principles of Biol Lab,F2F,1,0,R,12:20PM,2:15PM,DER 1022
81667,BIOL,BIOL 1115,W Lee,Principles of Biol Lab,F2F,1,0,R,2:30PM,4:25PM,DER 1022
81668,BIOL,BIOL 1135,SM Voshell,Phage Hunters,F2F,2,20,M W,1:00PM,3:15PM,FRALN 005
81669,BIOL,BIOL 1135,SM Voshell,Phage Hunters,F2F,2,20,M W,1:00PM,3:15PM,FRALN 001
81670,BIOL,BIOL 1214,AE Laib Jenkins,Careers in Medicine,F2F,1,99,W,5:30PM,6:20PM,NCB 120
81671,BIOL,BIOL 2004,RW Seyler,Genetics,F2F,3,170,M W,4:00PM,5:15PM,LITRV 1670
81672,BIOL,BIOL 2004,JI Watkinson,Genetics,F2F,3,290,T R,8:00AM,9:15AM,LITRV 1670
81673,BIOL,BIOL 2134,JG Tokuhisa,Cell Function Differentiation,F2F,3,180,T R,8:00AM,9:15AM,WHIT 300
81674,BIOL,BIOL 2304,EP Beers,Plant Biology,F2F,3,70,M W F,9:05AM,9:55AM,SEITZ 300
81675,BIOL,BIOL 2504,Staff,General Zoology,F2F,3,110,M W F,12:20PM,1:10PM,LITRV 1870
81676,BIOL,BIOL 2604,B Hsu,General Microbiology,F2F,3,135,M W,2:30PM,3:45PM,TORG 3100
81677,BIOL,BIOL 2604,RW Seyler,General Microbiology,F2F,3,285,T R,3:30PM,4:45PM,GOODW 190
81678,BIOL,BIOL 2614,KK Lasley,General Microbiology Lab,F2F,2,23,M W,2:00PM,3:50PM,HAHN N 206
81679,BIOL,BIOL 2614,KK Lasley,General Microbiology Lab,F2F,2,23,T R,12:00PM,1:50PM,HAHN N 206
81680,BIOL,BIOL 2614,KK Lasley,General Microbiology Lab,F2F,2,23,M W,12:00PM,1:50PM,HAHN N 206
81681,BIOL,BIOL 2614,KK Lasley,General Microbiology Lab,F2F,2,23,M W,2:00PM,3:50PM,HAHN N 216
81682,BIOL,BIOL 2614,KK Lasley,General Microbiology Lab,F2F,2,23,M W,8:00AM,9:50AM,HAHN N 206
81683,BIOL,BIOL 2614,KK Lasley,General Microbiology Lab,F2F,2,23,M W,10:00AM,11:50AM,HAHN N 206
81684,BIOL,BIOL 2614,KK Lasley,General Microbiology Lab,F2F,2,23,T R,2:00PM,3:50PM,HAHN N 206
81685,BIOL,BIOL 2614,KK Lasley,General Microbiology Lab,F2F,2,23,M W,12:00PM,1:50PM,HAHN N 216
81686,BIOL,BIOL 2614,KK Lasley,General Microbiology Lab,F2F,2,23,T R,8:00AM,9:50AM,HAHN N 206
81687,BIOL,BIOL 2614,KK Lasley,General Microbiology Lab,F2F,2,23,M W,10:00AM,11:50AM,HAHN N 216
81688,BIOL,BIOL 2614,KK Lasley,General Microbiology Lab,F2F,2,23,M W,8:00AM,9:50AM,HAHN N 216
81689,BIOL,BIOL 2614,KK Lasley,General Microbiology Lab,F2F,2,23,T R,10:00AM,11:50AM,HAHN N 206
81690,BIOL,BIOL 2704,JW McGlothlin,Evolutionary Biology,F2F,3,175,M W,2:30PM,3:45PM,HAHN N 140
81691,BIOL,BIOL 2804,JE Barrett,Ecology,F2F,3,140,T R,9:30AM,10:45AM,TORG 3100
81692,BIOL,BIOL 2804,AD Gray,Ecology,F2F,3,140,T R,8:00AM,9:15AM,NCB 360
91531,BIOL,BIOL 2984,ER Hotchkiss,SS: Ecol Research Local Waters,F2F,2,10,M F,11:15AM,12:05PM,DER 3094
91830,BIOL,BIOL 2984,AM Stevens,SS: Revenge of the Microbes,F2F,1,0,M,10:10AM,11:00AM,DER 2084
91841,BIOL,BIOL 2984,JC Uyeda,SS: Genetic Stories & Ancestry,F2F,1,0,F,12:20PM,1:10PM,DER 2084
91842,BIOL,BIOL 2984,S Whitehead,SS: Nat Hist Stadium Woods,F2F,1,0,M,11:15AM,12:05PM,DER 2084
91843,BIOL,BIOL 2984,F Aylward,SS: Going Viral,F2F,1,0,M,2:30PM,3:20PM,DER 2084
91844,BIOL,BIOL 2984,J Draghi,SS: Evolution in Human Shadow,F2F,1,0,F,10:10AM,11:00AM,DER 2084
81758,BIOL,BIOL 3014,P Marek,Insect Biology,F2F,2,50,T R,11:00AM,11:50AM,PRICE 220
81759,BIOL,BIOL 3024,P Marek,Insect Biology Laboratory,F2F,2,30,W,2:30PM,5:15PM,PRICE 221
81760,BIOL,BIOL 3024,P Marek,Insect Biology Laboratory,F2F,2,30,T,2:00PM,4:45PM,PRICE 221
81761,BIOL,BIOL 3104,SM Voshell,Cell Molecular Biol Laboratory,F2F,1,20,R,1:00PM,3:50PM,FRALN 001
81762,BIOL,BIOL 3104,SM Voshell,Cell Molecular Biol Laboratory,F2F,1,20,T,1:00PM,3:50PM,FRALN 005
81763,BIOL,BIOL 3104,SM Voshell,Cell Molecular Biol Laboratory,F2F,1,20,T,1:00PM,3:50PM,FRALN 001
81764,BIOL,BIOL 3104,SM Voshell,Cell Molecular Biol Laboratory,F2F,1,20,R,1:00PM,3:50PM,FRALN 005
81765,BIOL,BIOL 3134,S Kojima,Human Genetics,F2F,3,80,T R,11:00AM,12:15PM,MCB 129
81766,BIOL,BIOL 3404,Staff,Introductory Animal Physiology,F2F,3,100,M W F,11:15AM,12:05PM,SURGE 104A
81767,BIOL,BIOL 3454,RA Ramirez Barrios,Introductory Parasitology,F2F,4,66,T R,3:30PM,4:45PM,DER 3081
81768,BIOL,BIOL 3764,B Scharf,Careers in Microbiology,F2F,3,50,M W,2:30PM,3:45PM,FRALN 002
81769,BIOL,BIOL 3774,S Hauf,Molecular Biology,F2F,3,120,M W F,1:25PM,2:15PM,LITRV 1870
81770,BIOL,BIOL 3804,Staff,Principles Biol Teaching Asst,F2F,2,0,(ARR),(ARR),(ARR),00X
81771,BIOL,BIOL 3804,Staff,Principles Biol Teaching Asst,F2F,2,0,(ARR),(ARR),(ARR),00X
81772,BIOL,BIOL 3814,G Burden,Careers In Biological Sciences,F2F,1,55,W,11:15AM,12:05PM,DER 1014
81773,BIOL,BIOL 4004,CC Carey,Freshwater Ecology,F2F,4,18,T R,9:30AM,10:45AM,DER 2084
81774,BIOL,BIOL 4004,CC Carey,Freshwater Ecology,F2F,4,18,T R,9:30AM,10:45AM,DER 2084
81776,BIOL,BIOL 4104,D Cortes Estrada,Developmental Biology,F2F,3,60,M W,4:00PM,5:15PM,DER 1014
91543,BIOL,BIOL 4204,Staff,Advanced Principles Biology TA,F2F,3,0,(ARR),(ARR),(ARR),00X
81777,BIOL,BIOL 4454,BL Brown,Invertebrate Zoology,F2F,4,24,T R,2:00PM,3:15PM,DER 3078
91282,BIOL,BIOL 4484,S Entrekin,Freshwater Biomonitoring,F2F,4,20,T R,9:30AM,10:45AM,PRICE 220
81778,BIOL,BIOL 4624,Z Yang,Microbial Genetics,F2F,3,55,T R,8:00AM,9:15AM,DER 3081
81779,BIOL,BIOL 4664,SL Paulson,Virology,F2F,3,100,M W F,9:05AM,9:55AM,SURGE 104B
81780,BIOL,BIOL 4674,SB Melville,Pathogenic Bacteriology,F2F,3,120,M W,4:00PM,5:15PM,NCB 160
81781,BIOL,BIOL 4724,KK Lasley,Pathogenic Bacteriology Lab,F2F,2,24,T R,2:00PM,3:50PM,HAHN N 216
81782,BIOL,BIOL 4724,KK Lasley,Pathogenic Bacteriology Lab,F2F,2,24,T R,12:00PM,1:50PM,HAHN N 216
81783,BIOL,BIOL 4724,KK Lasley,Pathogenic Bacteriology Lab,F2F,2,24,T R,10:00AM,11:50AM,HAHN N 216
91552,BIOL,BIOL 4724,KK Lasley,Pathogenic Bacteriology Lab,F2F,2,0,T R,8:00AM,9:50AM,HAHN N 216
81784,BIOL,BIOL 4734,L Li,Inflammation Biology,F2F,3,60,T R,9:30AM,10:45AM,SURGE 108A
90728,BIOL,BIOL 4834,FD Schubot,Prac Analysis Prot Struct Func,F2F,3,5,M W,2:30PM,3:45PM,DER 1014
81786,BIOL,BIOL 4874,D Cimini,Cancer Biology,F2F,3,99,M W F,10:10AM,11:00AM,NCB 120
81819,BIOL,BIOL 5005,D Cimini,Biol Graduate Program Training,F2F,1,25,M,12:20PM,1:10PM,DER 1014
81820,BIOL,BIOL 5174,MC Mims,Graduate Seminar,F2F,1,18,T,2:00PM,4:00PM,DER 2084
81821,BIOL,BIOL 5174,J Draghi,Graduate Seminar,F2F,1,54,R,3:30PM,4:45PM,JCH 317BC
81822,BIOL,BIOL 5174,BS Winkel,Graduate Seminar,F2F,1,50,(ARR),(ARR),(ARR),00X
81823,BIOL,BIOL 5174,MC Mims,Graduate Seminar,F2F,1,18,W,10:00AM,12:00PM,DER 2084
90732,BIOL,BIOL 5174,MC Mims,Graduate Seminar,F2F,1,18,W,2:00PM,4:00PM,DER 2084
90722,BIOL,BIOL 5624,Z Yang,Advanced Microbial Genetics,F2F,3,15,T R,8:00AM,9:15AM,DER 3081
81826,BIOL,BIOL 5664,SL Paulson,Advanced Virology,F2F,3,10,M W F,9:05AM,9:55AM,SURGE 104B
81827,BIOL,BIOL 5674,SB Melville,Adv Pathogenic Bacteriology,F2F,3,10,M W,4:00PM,5:15PM,NCB 160
81828,BIOL,BIOL 5734,L Li,Advanced Inflammation Biology,F2F,4,10,T R,9:30AM,10:45AM,SURGE 108A
81829,BIOL,BIOL 5814,S Hauf,Scientific Skills Mol Cell Bio,F2F,3,15,T,2:30PM,5:00PM,LFSCI 101
90729,BIOL,BIOL 5834,FD Schubot,Adv Prac Analysis Prot Str Fnc,F2F,3,10,M W,2:30PM,3:45PM,DER 1014
90741,BIOL,BIOL 6014,JC Uyeda,TS: Macroevolution,F2F,3,15,M W,12:30PM,1:45PM,DER 2084
90743,BIOL,BIOL 6404,DM Hawley,TS: IOB Seminar,F2F,1,30,R,12:30PM,1:30PM,DER 2084
81836,BIT,BIT 2104,WW Pannell,Careers in BIT,F2F,1,65,M,9:05AM,9:55AM,DDS 170
81837,BIT,BIT 2104,WW Pannell,Careers in BIT,F2F,1,65,W,9:05AM,9:55AM,DDS 170
81838,BIT,BIT 2104,WW Pannell,Careers in BIT,F2F,1,65,F,9:05AM,9:55AM,DDS 170
81839,BIT,BIT 2104,DG Simpson,Careers in BIT,OnlineSync,1,60,M,12:20PM,1:10PM,ONLINE
81840,BIT,BIT 2104,DG Simpson,Careers in BIT,OnlineSync,1,60,W,12:20PM,1:10PM,ONLINE
81841,BIT,BIT 2104,DG Simpson,Careers in BIT,OnlineSync,1,10,W,11:15AM,12:05PM,ONLINE
81842,BIT,BIT 2104,DG Simpson,Careers in BIT,OnlineSync,1,60,W,11:15AM,12:05PM,ONLINE
81843,BIT,BIT 2164,AF Brantly,Foundations Security Environ,F2F,3,60,T R,12:30PM,1:45PM,CLMS 370
81844,BIT,BIT 2164,ND Brantly,Foundations Security Environ,F2F,3,60,T R,9:30AM,10:45AM,CLMS 370
81845,BIT,BIT 2405,JD Sudweeks,Bus Stats Analytics & Model,F2F,3,130,T R,2:00PM,3:15PM,NCB 320
81846,BIT,BIT 2405,JD Kern,Bus Stats Analytics & Model,F2F,3,89,M W F,12:20PM,1:10PM,PAM 2030
81847,BIT,BIT 2405,JD Kern,Bus Stats Analytics & Model,F2F,3,80,M W F,1:25PM,2:15PM,DDS 150
81848,BIT,BIT 2405,JD Sudweeks,Bus Stats Analytics & Model,F2F,3,60,T R,9:30AM,10:45AM,TBA
90787,BIT,BIT 2405,JD Sudweeks,Bus Stats Analytics & Model,OnlineSync,3,15,T R,9:30AM,10:45AM,ONLINE
81849,BIT,BIT 2406,H Zhang,Bus Stats Analytics & Model,F2F,3,90,M W F,12:20PM,1:10PM,DDS 155
81850,BIT,BIT 2406,H Zhang,Bus Stats Analytics & Model,F2F,3,75,M W F,9:05AM,9:55AM,WLH 340
81851,BIT,BIT 2406,H Zhang,Bus Stats Analytics & Model,F2F,3,250,M W F,1:25PM,2:15PM,HAN 100
81852,BIT,BIT 2406,BM Fraticelli,Bus Stats Analytics & Model,F2F,3,150,T R,9:30AM,10:45AM,TORG 2150
81853,BIT,BIT 2406,JD Sudweeks,Bus Stats Analytics & Model,F2F,3,199,T R,3:30PM,4:45PM,WHIT 300
81854,BIT,BIT 2406,D Simundza,Bus Stats Analytics & Model,F2F,3,119,T R,11:00AM,12:15PM,DDS 230
81855,BIT,BIT 2406,ZE Bowden,Bus Stats Analytics & Model,F2F,3,60,T R,8:00AM,9:15AM,DDS 220
81856,BIT,BIT 2406,JD Kern,Bus Stats Analytics & Model,OnlineSync,3,70,M W F,10:10AM,11:00AM,ONLINE
81857,BIT,BIT 2406,JD Kern,Bus Stats Analytics & Model,OnlineSync,3,16,M W F,10:10AM,11:00AM,ONLINE
81858,BIT,BIT 2554,R Raman,Linux for Business,OnlineSync,3,60,M W,3:30PM,4:45PM,ONLINE
91054,BIT,BIT 2554,R Raman,Linux for Business,OnlineSync,3,20,M W,3:30PM,4:45PM,ONLINE
91811,BIT,BIT 2554,Staff,Linux for Business,OnlineSync,3,60,T R,5:00PM,6:15PM,ONLINE
81859,BIT,BIT 3414,D Simundza,Operations & Supply Chain Mgt,F2F,3,100,T R,9:30AM,10:45AM,HITT 340
81860,BIT,BIT 3414,JM Teets,Operations & Supply Chain Mgt,F2F,3,100,T R,8:00AM,9:15AM,PAM 30
81861,BIT,BIT 3414,D Simundza,Operations & Supply Chain Mgt,F2F,3,100,T R,12:30PM,1:45PM,DDS 230
81862,BIT,BIT 3414,LL Clark,Operations & Supply Chain Mgt,OnlineAsync,3,80,(ARR),(ARR),(ARR),00X
81863,BIT,BIT 3414,LL Clark,Operations & Supply Chain Mgt,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
81864,BIT,BIT 3414,LL Clark,Operations & Supply Chain Mgt,OnlineAsync,3,100,(ARR),(ARR),(ARR),00X
81865,BIT,BIT 3414,LL Clark,Operations & Supply Chain Mgt,OnlineAsync,3,110,(ARR),(ARR),(ARR),00X
81866,BIT,BIT 3414,LL Clark,Operations & Supply Chain Mgt,OnlineAsync,3,52,(ARR),(ARR),(ARR),00X
81867,BIT,BIT 3424,MM Seref,Intro Bus Analytics Modeling,F2F,3,70,T R,8:00AM,9:15AM,NCB 120
81868,BIT,BIT 3424,MM Seref,Intro Bus Analytics Modeling,OnlineSync,3,20,T R,8:00AM,9:15AM,ONLINE
81869,BIT,BIT 3434,KA McCord,Adv Modeling for Bus Analytics,F2F,3,110,T R,11:00AM,12:15PM,PAM 30
81871,BIT,BIT 3434,AJ Jang,Adv Modeling for Bus Analytics,F2F,3,48,T R,3:30PM,4:45PM,DER 1076
81872,BIT,BIT 3434,AN Arnette,Adv Modeling for Bus Analytics,F2F,3,80,T R,9:30AM,10:45AM,MCB 129
81870,BIT,BIT 3434,AJ Jang,Adv Modeling for Bus Analytics,OnlineSync,3,40,T R,8:00AM,9:15AM,ONLINE
81873,BIT,BIT 3434,AJ Jang,Adv Modeling for Bus Analytics,OnlineSync,3,20,T R,8:00AM,9:15AM,ONLINE
81874,BIT,BIT 3444,O Seref,Adv Bus Comp and App,F2F,3,95,T R,3:30PM,4:45PM,DDS 130
81875,BIT,BIT 3444,JR Dickhans,Adv Bus Comp and App,F2F,3,85,T R,8:00AM,9:15AM,DDS 155
81876,BIT,BIT 3444,N Zahadat,Adv Bus Comp and App,OnlineSync,3,60,T R,9:30AM,10:45AM,ONLINE
81877,BIT,BIT 3444,N Zahadat,Adv Bus Comp and App,OnlineSync,3,80,M W,4:00PM,5:15PM,ONLINE
81878,BIT,BIT 3444,N Zahadat,Adv Bus Comp and App,OnlineSync,3,20,M W,4:00PM,5:15PM,ONLINE
81879,BIT,BIT 3444,Staff,Adv Bus Comp and App,OnlineSync,3,0,M W,4:00PM,5:15PM,ONLINE
81880,BIT,BIT 3454,V Mindel,Business Process Improvement,F2F,3,40,M W,4:00PM,5:15PM,PAM 3001
81881,BIT,BIT 3454,V Mindel,Business Process Improvement,F2F,3,85,T R,11:00AM,12:15PM,TORG 1060
81882,BIT,BIT 3464,JM Teets,Enterprise Planning & Control,F2F,3,50,T R,9:30AM,10:45AM,DDS 220
81883,BIT,BIT 3464,JM Teets,Enterprise Planning & Control,F2F,3,76,T R,2:00PM,3:15PM,DDS 150
81884,BIT,BIT 3474,R Raman,Data Mgt and Bus Analytics,OnlineSync,3,60,M W,2:00PM,3:15PM,ONLINE
91070,BIT,BIT 3474,R Raman,Data Mgt and Bus Analytics,OnlineSync,3,15,M W,2:00PM,3:15PM,ONLINE
91073,BIT,BIT 3484,AJ Jang,Advanced Business Analytics,OnlineSync,3,60,T R,2:00PM,3:15PM,ONLINE
91074,BIT,BIT 3484,AJ Jang,Advanced Business Analytics,OnlineSync,3,60,T R,2:00PM,3:15PM,ONLINE
81885,BIT,BIT 3514,PM Romero-Masters,Systems Analysis,F2F,3,50,T R,12:30PM,1:45PM,DDS 170
81886,BIT,BIT 3514,PM Romero-Masters,Systems Analysis,F2F,3,60,T R,8:00AM,9:15AM,NCB 210
81887,BIT,BIT 3524,CW Zobel,Database Management and Design,F2F,3,50,T R,11:00AM,12:15PM,NCB 230
81888,BIT,BIT 3524,CW Zobel,Database Management and Design,F2F,3,50,T R,12:30PM,1:45PM,NCB 230
81891,BIT,BIT 3554,PM Romero-Masters,"Networks, Telecom, & Security",F2F,3,64,T R,11:00AM,12:15PM,DDS 170
81889,BIT,BIT 3554,W Shen,"Networks, Telecom, & Security",OnlineSync,3,60,T R,8:00AM,9:15AM,ONLINE
81890,BIT,BIT 3554,W Shen,"Networks, Telecom, & Security",OnlineSync,3,63,T R,12:30PM,1:45PM,ONLINE
81892,BIT,BIT 3554,W Shen,"Networks, Telecom, & Security",OnlineSync,3,20,T R,12:30PM,1:45PM,ONLINE
81893,BIT,BIT 3614,JW Monday,Election Security,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
91809,BIT,BIT 3664,Staff,Cybersecurity Management I,F2F,3,16,T R,9:30AM,10:45AM,DDS 270
91819,BIT,BIT 3664,Staff,Cybersecurity Management I,F2F,3,16,,,,
91521,BIT,BIT 3674,RM Ionescu,Cybersecurity Management II,F2F,3,70,T R,5:00PM,6:15PM,NCB 250
91523,BIT,BIT 3674,RM Ionescu,Cybersecurity Management II,F2F,3,70,T R,11:00AM,12:15PM,DDS 155
91524,BIT,BIT 3674,RM Ionescu,Cybersecurity Management II,F2F,3,60,T R,2:00PM,3:15PM,DDS 220
91525,BIT,BIT 3674,RM Ionescu,Cybersecurity Management II,OnlineSync,3,20,T R,5:00PM,6:15PM,ONLINE
81894,BIT,BIT 4164,H Zhang,Future of Security,Hybrid,3,20,T R,11:00AM,12:15PM,CLMS 370
81895,BIT,BIT 4434,L Travis,Comp Sim In Bus,F2F,3,50,M W,4:00PM,5:15PM,NCB 230
81896,BIT,BIT 4434,L Travis,Comp Sim In Bus,F2F,3,50,M W,2:30PM,3:45PM,NCB 230
81897,BIT,BIT 4444,AG Wang,Web-Based DSS,F2F,3,50,T R,5:00PM,6:15PM,DER 3081
81898,BIT,BIT 4444,AG Wang,Web-Based DSS,F2F,3,49,T R,2:00PM,3:15PM,MCB 126
81899,BIT,BIT 4454,AS Abrahams,Bus Analysis Seminar in IT,F2F,3,48,T R,11:00AM,12:15PM,DER 1076
81900,BIT,BIT 4464,AN Arnette,Adv Supply Chain Mgt,F2F,3,49,T R,12:30PM,1:45PM,MCB 321
81901,BIT,BIT 4464,AN Arnette,Adv Supply Chain Mgt,F2F,3,65,T R,8:00AM,9:15AM,DDS 180
81902,BIT,BIT 4474,MM Gordon,Global Ops & Info Technology,F2F,3,80,T R,5:00PM,6:15PM,GOODW 125
81903,BIT,BIT 4484,JW Monday,Project Management,F2F,3,90,T R,3:30PM,4:45PM,DDS 155
81904,BIT,BIT 4484,JW Monday,Project Management,F2F,3,57,T R,9:30AM,10:45AM,LITRV 1760
81905,BIT,BIT 4484,JK Deane,Project Management,F2F,3,40,T R,2:00PM,3:15PM,USLB 312
81906,BIT,BIT 4484,JW Monday,Project Management,OnlineSync,3,20,T R,11:00AM,12:15PM,ONLINE
81907,BIT,BIT 4484,JW Monday,Project Management,OnlineSync,3,50,T R,11:00AM,12:15PM,ONLINE
91100,BIT,BIT 4544,TL James,Artificial Intelligence in BIT,OnlineSync,3,60,T R,11:00AM,12:15PM,ONLINE
91102,BIT,BIT 4544,TL James,Artificial Intelligence in BIT,OnlineSync,3,20,T R,11:00AM,12:15PM,ONLINE
81908,BIT,BIT 4604,ME Flora,"Data Gov, Privacy, Ethics",F2F,3,42,M W,2:30PM,3:45PM,NCB 220
81909,BIT,BIT 4604,ME Flora,"Data Gov, Privacy, Ethics",F2F,3,43,M W,4:00PM,5:15PM,NCB 220
81910,BIT,BIT 4604,I Adjerid,"Data Gov, Privacy, Ethics",F2F,3,75,T R,11:00AM,12:15PM,DDS 150
81911,BIT,BIT 4604,N Zahadat,"Data Gov, Privacy, Ethics",OnlineSync,3,20,T R,12:30PM,1:45PM,ONLINE
81912,BIT,BIT 4604,N Zahadat,"Data Gov, Privacy, Ethics",OnlineSync,3,60,T R,12:30PM,1:45PM,ONLINE
81917,BIT,BIT 4624,I Adjerid,Cybersecurity Analytics,F2F,3,25,T R,9:30AM,10:45AM,DER 1014
81918,BIT,BIT 4624,ME Flora,Cybersecurity Analytics,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
81919,BIT,BIT 4624,ME Flora,Cybersecurity Analytics,OnlineAsync,3,50,(ARR),(ARR),(ARR),00X
81920,BIT,BIT 4854,JK Deane,Analytics in Action,F2F,3,14,T R,8:00AM,9:15AM,DER 1014
81925,BIT,BIT 5124,ER Elam,Cyberlaw and Policy for IT,OnlineAsync,3,90,(ARR),(ARR),(ARR),00X
81926,BIT,BIT 5134,WH Baker,Cybersecurity Program Design,OnlineAsync,3,115,(ARR),(ARR),(ARR),00X
81927,BIT,BIT 5524,BM Fraticelli,Intro Bus Intel and Analytics,F2F,3,48,T R,3:30PM,4:45PM,WLH 335
91392,BIT,BIT 5524,BM Fraticelli,Intro Bus Intel and Analytics,F2F,3,50,T R,12:30PM,1:45PM,USLB 410
81928,BIT,BIT 5524,BJ Hoopes,Intro Bus Intel and Analytics,OnlineAsync,3,95,(ARR),(ARR),(ARR),00X
81929,BIT,BIT 5534,O Seref,Applied Bus Intel & Analytics,F2F,3,65,T R,5:00PM,6:15PM,DDS 170
81931,BIT,BIT 5594,P Ghandforoush,Web Apps & Elec Com,OnlineAsync,3,90,(ARR),(ARR),(ARR),00X
81933,BIT,BIT 5894,Staff,Final Examination,F2F,3,0,(ARR),(ARR),(ARR),00X
81938,BIT,BIT 6194,CW Zobel,BIT Colloquium,F2F,1,15,T,6:30PM,7:30PM,DDS 270
91117,BIT,BIT 6214,V Venkatesh,BIT Research Foundations,F2F,3,16,T,2:00PM,4:45PM,DDS 270
91727,BIT,BIT 6314,TL James,AI ML DL in Business Research,F2F,3,0,R,2:00PM,4:45PM,DDS 270
81947,BMES,BMES 2004,S Rowson,Concussion Perspectives,F2F,3,300,T R,11:00AM,12:15PM,TORG 2150
81948,BMES,BMES 2004,S Rowson,Concussion Perspectives,OnlineAsync,3,4000,(ARR),(ARR),(ARR),00X
81949,BMES,BMES 2014,Staff,BME Professional Practice,F2F,1,100,F,2:30PM,3:20PM,HITT 338
91548,BMES,BMES 2074,Staff,Comp Methods Biomedical Eng,F2F,2,71,M W,1:25PM,2:15PM,SURGE 108B
81950,BMES,BMES 2104,Staff,Intro Biomedical Engineering,F2F,3,60,M W,4:00PM,5:15PM,HOLD AUD
91761,BMES,BMES 2984,SL Arena,SS: ESTEEMED Scholar Seminar,F2F,1,0,T,8:25AM,9:15AM,MCB 233
90706,BMES,BMES 3004,SM Duma,Helmet Design,OnlineAsync,3,4000,(ARR),(ARR),(ARR),00X
81952,BMES,BMES 3024,Staff,BME Cell Engineering Lab,F2F,2,24,M,9:05AM,9:55AM,TORG 1060
81953,BMES,BMES 3024,Staff,BME Cell Engineering Lab,F2F,2,24,M,9:05AM,9:55AM,TORG 1060
81954,BMES,BMES 3024,Staff,BME Cell Engineering Lab,F2F,2,24,M,9:05AM,9:55AM,TORG 1060
81955,BMES,BMES 3134,Staff,Intro to Biomedical Imaging,F2F,3,50,T R,8:00AM,9:15AM,WLH 340
91549,BMES,BMES 3144,Staff,Biomedical Devices,F2F,3,50,M W F,1:25PM,2:15PM,MCB 129
81960,BMES,BMES 4015,Staff,BME Senior Design and Project,F2F,3,80,T R,12:30PM,1:45PM,MCB 129
81961,BMES,BMES 4064,Staff,Intro Medical Physiology,F2F,3,100,T R,3:30PM,4:45PM,TORG 1060
81962,BMES,BMES 4134,Staff,BME Global Societal Ethics,F2F,3,80,T R,2:00PM,3:15PM,MCB 113
81963,BMES,BMES 4154,Staff,Commercialization of BME Res,OnlineSync,3,24,T R,9:30AM,10:45AM,ONLINE
81985,BMES,BMES 5004,Staff,BME Ethics & Prof Development,F2F,1,40,F,2:30PM,3:45PM,USLB 212
81986,BMES,BMES 5024,YW Lee,Biomed Eng Human Disease,OnlineSync,3,40,T R,11:00AM,12:15PM,ONLINE
81987,BMES,BMES 5044,RS Senger,Engineering Mathematics,F2F,3,36,M W F,11:15AM,12:05PM,MCB 302
81988,BMES,BMES 5054,Staff,Quantitative Cell Physiology,F2F,3,40,T R,9:30AM,10:45AM,TORG 1030
81990,BMES,BMES 5124,SL Arena,Adv Musculoskeletal Biomech,F2F,3,6,M W F,11:15AM,12:05PM,GOODW 244
81991,BMES,BMES 5154G,Staff,Adv Commercialization BME Res,OnlineSync,3,24,T R,9:30AM,10:45AM,ONLINE
90686,BMES,BMES 5184,Staff,Injury Physiology,F2F,3,38,M W,2:30PM,3:45PM,TORG 1000
81994,BMES,BMES 5214,Staff,Human Physical Capabilities,F2F,3,30,T R,9:30AM,10:45AM,WHIT 518
81996,BMES,BMES 5314,Staff,Intro. Regenerative Med,OnlineSync,3,20,M W,2:30PM,3:45PM,ONLINE
81997,BMES,BMES 5525,HS Dhillon,Stochastic Signals and Systems,F2F,3,28,T R,12:30PM,1:45PM,TORG 1030
81998,BMES,BMES 5525,HS Dhillon,Stochastic Signals and Systems,OnlineSync,3,30,T R,12:30PM,1:45PM,ONLINE
82000,BMES,BMES 5644,Staff,Basic Concepts in Cancer Bio,OnlineSync,2,0,M W,10:30AM,11:45AM,ONLINE
82003,BMES,BMES 5944,Staff,Seminar,OnlineSync,1,100,F,9:30AM,10:45AM,ONLINE
90687,BMES,BMES 6194,Staff,Advanced Movement Assessment,F2F,3,20,T R,12:30PM,1:45PM,USLB 210
82040,BMES,BMES 6544,Staff,Radiological Physics,OnlineSync,3,25,M W,9:30AM,10:45AM,ONLINE
82078,BMSP,BMSP 2135,TL Gillian,Human Anatomy & Physiology,F2F,3,500,T R,2:00PM,3:15PM,MCB 100
82080,BMSP,BMSP 2145,TL Gillian,Human Anatomy & Physiology Lab,Hybrid,1,60,M,5:30PM,7:20PM,TORG 1010
82081,BMSP,BMSP 2145,TL Gillian,Human Anatomy & Physiology Lab,Hybrid,1,60,T,5:30PM,7:20PM,TORG 1010
82082,BMSP,BMSP 2145,N Boerth,Human Anatomy & Physiology Lab,F2F,1,52,W,5:30PM,7:20PM,VM 2 100
82083,BMSP,BMSP 2145,N Boerth,Human Anatomy & Physiology Lab,F2F,1,52,W,7:40PM,9:30PM,VM 2 100
82086,BMVS,BMVS 4014,DP Sponenberg,Animal Domest/Gene Res,F2F,1,0,(ARR),(ARR),(ARR),00X
82107,BMVS,BMVS 5005,ES Gloag,Emerging Infectious Diseases,F2F,1,130,F,3:00PM,5:00PM,TBA
