crn,dept,course_id,instructor,title,modality,credits,capacity,days,start_time,end_time,location
82109,BMVS,BMVS 5094,CC Caswell,Grant Writing and Ethics,F2F,3,20,F,10:00AM,12:00PM,VMIA 220
82110,BMVS,BMVS 5194,F Carvallo,Clinical Micropathology,F2F,1,10,F,9:00AM,10:00AM,TBA
82111,BMVS,BMVS 5224,YW Lee,Biomed Eng Human Disease,OnlineSync,3,40,T R,11:00AM,12:15PM,ONLINE
82113,BMVS,BMVS 5274,TE Cecere,Systems Pathology,F2F,3,0,T R,10:00AM,11:30AM,TBA
82114,BMVS,BMVS 5284,Staff,Cellular Pathology,F2F,3,0,T R,10:00AM,11:50AM,VM 2 3
82115,BMVS,BMVS 5564,SR Werre,Intro Clin Res,F2F,2,125,M,10:00AM,12:00PM,VM 3 102
82116,BMVS,BMVS 5594,PD Morton,Curr Tech Biomed Sci,F2F,1,20,T,12:00PM,12:50PM,VMIA 220
82117,BMVS,BMVS 5794,TE Cecere,Clinical  Neuropathology,F2F,1,9,T,8:00AM,9:00AM,VMIA 220
82118,BMVS,BMVS 5814,BJ Smith,Reptile & Bird Morphology,F2F,1,130,(ARR),(ARR),(ARR),00X
82119,BMVS,BMVS 5944,SA Ahmed,BMVS Seminar,F2F,1,45,F,9:00AM,9:50AM,VM 2 121
82131,BMVS,BMVS 6084,AE Keebaugh,Veterinary Speciality Clinics,F2F,3,50,(ARR),(ARR),(ARR),00X
82132,BMVS,BMVS 6094,AE Keebaugh,Board Certification Topics,F2F,1,9999,(ARR),(ARR),(ARR),00X
82133,BMVS,BMVS 6534,SH Bogers,Mech Dis Vet Med,F2F,3,0,M W,8:00AM,9:30AM,TBA
82134,BMVS,BMVS 6714,IC Allen,Immunology in Health & Disease,F2F,3,20,M W,8:00AM,9:30AM,VMIA 220
82137,BSE,BSE 1004,LA Krometis,Biol Sys Eng Global Good,F2F,1,80,R,3:30PM,4:20PM,ENGEL 223
82138,BSE,BSE 2004,Staff,Intro Biological Systems Eng,F2F,3,25,M F,1:25PM,2:15PM,PAM 2003
82139,BSE,BSE 2004,Staff,Intro Biological Systems Eng,F2F,3,25,M F,1:25PM,2:15PM,PAM 2003
82140,BSE,BSE 3154,RS Senger,Thermo Biol Systems,F2F,3,100,T R,8:00AM,9:15AM,SMYTH 146
82141,BSE,BSE 3324,Staff,Small Watershed Hydrology,F2F,3,44,T R,9:30AM,10:45AM,SEITZ 105
82142,BSE,BSE 4125,WC Hession,Comprehensive Design Project,F2F,2,25,T,3:30PM,4:45PM,SEITZ 108
91566,BSE,BSE 4125,Staff,Comprehensive Design Project,F2F,2,25,R,3:30PM,4:45PM,SEITZ 108
82143,BSE,BSE 4224,Staff,Field Methods in Hydrology,F2F,3,12,T,12:30PM,2:10PM,SEITZ 105
82144,BSE,BSE 4324,TM Thompson,Applied Fluvial Geomorphology,F2F,3,14,M W F,12:20PM,1:10PM,SEITZ 108
82145,BSE,BSE 4524,Staff,Biol Proc Plant Des,F2F,3,52,M W,2:30PM,3:45PM,TBA
82146,BSE,BSE 4534,J Chen,Bioprocess Engineering Lab,F2F,1,14,M,9:05AM,12:05PM,AGNEW 100
91823,BSE,BSE 4534,Staff,Bioprocess Engineering Lab,F2F,1,14,W,9:05AM,12:05PM,AGNEW 100
91534,BSE,BSE 4984,RC Wright,SS: Engineering Biology CURE,F2F,2,24,M,9:05AM,11:55AM,SEITZ 108
91762,BSE,BSE 4984,A Duraj-Thatte,SS: Protein Engineering,F2F,3,52,T R,9:30AM,10:45AM,PAM 31
82171,BSE,BSE 5044,RS Senger,Engineering Mathematics,F2F,3,36,M W F,11:15AM,12:05PM,MCB 302
82172,BSE,BSE 5224G,Staff,Adv Field Methods in Hydrology,F2F,3,11,T,12:30PM,2:10PM,SEITZ 105
82173,BSE,BSE 5324,TM Thompson,Applied Fluvial Geomorphology,F2F,3,18,M W F,12:20PM,1:10PM,SEITZ 108
82174,BSE,BSE 5324,TM Thompson,Applied Fluvial Geomorphology,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
90527,BSE,BSE 5404,WC Hession,Ag Nonpoint Source Pollution,F2F,3,25,(ARR),(ARR),(ARR),00X
82176,BSE,BSE 5894,DR Edwards,Final Examination,F2F,3,0,(ARR),(ARR),(ARR),00X
82181,BSE,BSE 5944,VR Sridhar,Seminar,F2F,1,34,T,3:30PM,4:45PM,HABB1 108
82182,BSE,BSE 5944,VR Sridhar,Seminar,OnlineSync,1,5,T,3:30PM,4:45PM,ONLINE
91763,BSE,BSE 5984,RC Wright,SS: Eningeering Biology Lab,F2F,2,8,M,9:05AM,11:55AM,SEITZ 108
91777,BSE,BSE 5984,A Duraj-Thatte,SS: Protein Engineering,F2F,3,10,T R,9:30AM,10:45AM,PAM 31
82233,CEE,CEE 2804,BJ Katz,Introduction to CEE,F2F,3,20,M W,2:30PM,3:45PM,TORG 2150
82234,CEE,CEE 2804,BJ Katz,Introduction to CEE,F2F,3,20,M W,2:30PM,3:45PM,TORG 2150
82235,CEE,CEE 2804,BJ Katz,Introduction to CEE,F2F,3,20,M W,2:30PM,3:45PM,TORG 2150
82236,CEE,CEE 2804,BJ Katz,Introduction to CEE,F2F,3,20,M W,2:30PM,3:45PM,TORG 2150
82237,CEE,CEE 2804,BJ Katz,Introduction to CEE,F2F,3,20,M W,2:30PM,3:45PM,TORG 2150
82238,CEE,CEE 2804,BJ Katz,Introduction to CEE,F2F,3,20,M W,2:30PM,3:45PM,TORG 2150
82239,CEE,CEE 2804,BJ Katz,Introduction to CEE,F2F,3,20,M W,2:30PM,3:45PM,TORG 2150
82240,CEE,CEE 2804,BJ Katz,Introduction to CEE,F2F,3,20,M W,2:30PM,3:45PM,TORG 2150
82241,CEE,CEE 2804,BJ Katz,Introduction to CEE,F2F,3,20,M W,2:30PM,3:45PM,TORG 2150
82242,CEE,CEE 2804,BJ Katz,Introduction to CEE,F2F,3,20,M W,2:30PM,3:45PM,TORG 2150
82243,CEE,CEE 2804,BJ Katz,Introduction to CEE,F2F,3,20,M W,2:30PM,3:45PM,TORG 2150
82244,CEE,CEE 2804,BJ Katz,Introduction to CEE,F2F,3,0,M W,2:30PM,3:45PM,TORG 2150
82245,CEE,CEE 2804,BJ Katz,Introduction to CEE,F2F,3,20,M W,2:30PM,3:45PM,TORG 2150
82246,CEE,CEE 2804,BJ Katz,Introduction to CEE,F2F,3,20,M W,2:30PM,3:45PM,TORG 2150
82247,CEE,CEE 2814,KD Young,Geomatics,F2F,4,36,M W F,11:15AM,12:05PM,WHIT 300
82248,CEE,CEE 2814,KD Young,Geomatics,F2F,4,36,M W F,11:15AM,12:05PM,WHIT 300
82249,CEE,CEE 2814,KD Young,Geomatics,F2F,4,36,M W F,11:15AM,12:05PM,WHIT 300
82250,CEE,CEE 2814,KD Young,Geomatics,F2F,4,36,M W F,11:15AM,12:05PM,WHIT 300
82251,CEE,CEE 2814,KD Young,Geomatics,F2F,4,36,M W F,11:15AM,12:05PM,WHIT 300
82252,CEE,CEE 2834,CM White,CE Drawings & Virtual Modeling,F2F,3,80,T R,9:30AM,10:45AM,TORG 1060
82253,CEE,CEE 2834,CM White,CE Drawings & Virtual Modeling,F2F,3,80,T R,2:00PM,3:15PM,TORG 1060
82258,CEE,CEE 3014,M Biscotte,Construction Management,F2F,3,58,T R,12:30PM,1:45PM,WLH 350
82259,CEE,CEE 3014,DN Ford,Construction Management,F2F,3,58,T R,9:30AM,10:45AM,WLH 340
82261,CEE,CEE 3104,AM Dietrich,Intro Environ Engr,F2F,3,63,T R,2:00PM,3:15PM,NCB 270
82262,CEE,CEE 3104,Staff,Intro Environ Engr,F2F,3,48,M W F,11:15AM,12:05PM,SURGE 103A
82263,CEE,CEE 3274,HT Casey,Intro Land Development,F2F,3,71,M W,2:30PM,3:45PM,NCB 270
82264,CEE,CEE 3274,KD Young,Intro Land Development,F2F,3,72,T R,8:00AM,9:15AM,TORG 1060
82266,CEE,CEE 3304,H Foroutan,Fluid Mech for CEE,F2F,4,65,T R,11:00AM,12:15PM,DDS 180
82267,CEE,CEE 3304,RP Scardina,Fluid Mech for CEE,F2F,4,65,M W F,12:20PM,1:10PM,SURGE 103A
82269,CEE,CEE 3304,RP Scardina,Fluid Mech for CEE,F2F,4,65,M W F,9:05AM,9:55AM,SURGE 103A
82275,CEE,CEE 3314,LT Marston,Water Resources Engineering,F2F,4,20,M W F,9:05AM,9:55AM,PAM 31
82276,CEE,CEE 3314,LT Marston,Water Resources Engineering,F2F,4,20,M W F,9:05AM,9:55AM,PAM 31
82277,CEE,CEE 3314,LT Marston,Water Resources Engineering,F2F,4,20,M W F,9:05AM,9:55AM,PAM 31
82278,CEE,CEE 3404,Staff,Intro Structural Engineering,F2F,3,48,M W F,12:20PM,1:10PM,PAT 207
82279,CEE,CEE 3404,R Sarlo,Intro Structural Engineering,F2F,3,72,M W,4:00PM,5:15PM,SURGE 104D
82281,CEE,CEE 3424,Staff,Reinf Concr Struct I,F2F,3,48,T R,8:00AM,9:15AM,PAT 207
82282,CEE,CEE 3434,RT Leon,Design of Steel Structures I,F2F,4,40,T R,12:30PM,1:45PM,PAT 215
82286,CEE,CEE 3514,JE Dove,Intro to Geotechnical Engr,F2F,4,39,M W F,11:15AM,12:05PM,PAT 215
82289,CEE,CEE 3514,R Hosseini,Intro to Geotechnical Engr,F2F,4,40,T R,9:30AM,10:45AM,MCB 231
82290,CEE,CEE 3514,Staff,Intro to Geotechnical Engr,F2F,4,40,T R,12:30PM,1:45PM,HUTCH 204
82291,CEE,CEE 3604,S Hotle,Intro Transport Engr,F2F,3,53,M W,2:30PM,3:45PM,MCB 129
82292,CEE,CEE 3604,K Hancock,Intro Transport Engr,F2F,3,53,T R,8:00AM,9:15AM,NCB 230
82293,CEE,CEE 3684,DW Mokarem,Civil Engineering Materials,F2F,4,15,T R,11:00AM,12:15PM,SURGE 104B
82294,CEE,CEE 3684,DW Mokarem,Civil Engineering Materials,F2F,4,15,T R,11:00AM,12:15PM,SURGE 104B
82295,CEE,CEE 3684,DW Mokarem,Civil Engineering Materials,F2F,4,15,T R,11:00AM,12:15PM,SURGE 104B
82296,CEE,CEE 3684,DW Mokarem,Civil Engineering Materials,F2F,4,15,T R,11:00AM,12:15PM,SURGE 104B
82297,CEE,CEE 3684,DW Mokarem,Civil Engineering Materials,F2F,4,15,T R,11:00AM,12:15PM,SURGE 104B
82298,CEE,CEE 3684,DW Mokarem,Civil Engineering Materials,F2F,4,15,T R,11:00AM,12:15PM,SURGE 104B
82299,CEE,CEE 3684,DW Mokarem,Civil Engineering Materials,F2F,4,15,T R,11:00AM,12:15PM,SURGE 104B
82300,CEE,CEE 3684,DW Mokarem,Civil Engineering Materials,F2F,4,15,T R,11:00AM,12:15PM,SURGE 104B
82302,CEE,CEE 3804,MA Rippy,Computer Applications for CEE,OnlineSync,3,60,M W F,11:15AM,12:05PM,DURHM 261
82303,CEE,CEE 3804,F Jazizadeh Karimi,Computer Applications for CEE,F2F,3,55,M W,4:00PM,5:15PM,HITT 340
82304,CEE,CEE 3814,DL Gallagher,Analytics in CEE,F2F,3,65,T R,9:30AM,10:45AM,SURGE 108B
82305,CEE,CEE 3814,J Liao,Analytics in CEE,F2F,3,65,M W F,12:20PM,1:10PM,WLH 350
82308,CEE,CEE 4014,M Biscotte,"Est, Prod & Cost Engr",F2F,3,40,T R,9:30AM,10:45AM,PAT 316
82309,CEE,CEE 4014,SK Sinha,"Est, Prod & Cost Engr",F2F,3,40,T R,11:00AM,12:15PM,PAT 215
90504,CEE,CEE 4034,EW Shealy,Smart Sustainable Infrasruct,F2F,3,50,M W,2:30PM,3:45PM,SURGE 103A
82310,CEE,CEE 4074,CJ Smith,Const Means & Methods,F2F,3,60,M W F,9:05AM,9:55AM,NCB 270
82311,CEE,CEE 4104,WR Knocke,Water & Wastewater,F2F,3,40,T R,2:00PM,3:15PM,PAT 316
82312,CEE,CEE 4144,LC Marr,Air Resources Engineering,F2F,3,40,T R,12:30PM,1:45PM,PAM 31
82313,CEE,CEE 4264,CM White,Sustainable Land Development,F2F,3,50,M W,2:30PM,3:45PM,WMS 220
82314,CEE,CEE 4274,KD Young,Land Development Design,F2F,3,40,T R,12:30PM,1:45PM,PAT 316
82315,CEE,CEE 4304,S Saksena,Hydrology,F2F,3,52,T R,11:00AM,12:15PM,WLH 340
82316,CEE,CEE 4314,RP Scardina,Groundwater Resources,F2F,3,40,T R,9:30AM,10:45AM,MCB 209
82317,CEE,CEE 4324,KB Strom,Open Channel Flow,F2F,3,40,M W F,11:15AM,12:05PM,PAM 31
82318,CEE,CEE 4534,JP Vantassel,Earth Pres Fdn Struc,F2F,3,30,M W F,12:20PM,1:10PM,MCB 226
82319,CEE,CEE 4604,HA Rakha,Traffic Engineering,F2F,3,48,T R,9:30AM,10:45AM,PAT 207
82320,CEE,CEE 4610,SW Case,Mechanics Composite Materials,F2F,3,60,M W F,10:10AM,11:00AM,WLH 340
82322,CEE,CEE 4664,AS Brand,Pavement Design,F2F,3,40,T R,11:00AM,12:15PM,PAT 316
82323,CEE,CEE 4674,AA Trani,Airport Planning and Design,F2F,3,40,M W F,9:05AM,9:55AM,PAT 207
82324,CEE,CEE 4684,BJ Katz,Transportation Safety,F2F,3,46,M W,4:00PM,5:15PM,PAT 316
82325,CEE,CEE 4804,CF Branscome,Prof & Legal Issues Civil Eng,F2F,3,50,M W F,1:25PM,2:15PM,NCB 270
90809,CEE,CEE 4804,Staff,Prof & Legal Issues Civil Eng,F2F,3,72,M W F,8:00AM,8:50AM,NCB 250
90506,CEE,CEE 5014,MJ Garvin,Facility Delivery & Financing,F2F,3,40,T R,9:30AM,10:45AM,AA 114
82340,CEE,CEE 5024,MJ Garvin,Contr Admin & Claims,F2F,3,40,T R,12:30PM,1:45PM,USLB 212
90507,CEE,CEE 5034,EW Shealy,Smart Sustainable Infrastruct,F2F,3,8,M W,2:30PM,3:45PM,SURGE 103A
82341,CEE,CEE 5060,F Jazizadeh Karimi,Blt Env Info Modeling & Procng,F2F,3,30,M W,5:30PM,6:45PM,PAT 316
82342,CEE,CEE 5084,SK Sinha,IT for Infrastructure,F2F,3,40,T R,3:30PM,4:45PM,PAT 215
82343,CEE,CEE 5104,AM Dietrich,Environmental Chemistry,F2F,3,40,T R,11:00AM,12:15PM,TORG 1030
82344,CEE,CEE 5104,AM Dietrich,Environmental Chemistry,OnlineSync,3,5,T R,11:00AM,12:15PM,ONLINE
82345,CEE,CEE 5125,CA Wilson,Environ Engr Design,OnlineSync,3,30,T R,3:30PM,4:45PM,ONLINE
90916,CEE,CEE 5150,G Isaacman-VanWertz,Atmospheric Chemistry,F2F,3,10,T R,9:30AM,10:45AM,MCB 207
90917,CEE,CEE 5174,MA Rippy,Applied Analytics for ES & CE,OnlineSync,3,30,T R,12:30PM,1:45PM,ONLINE
82346,CEE,CEE 5194,AJ Pruden-Bagchi,Environ Engr Micro,F2F,3,30,M W,2:30PM,3:45PM,SAUND 408
82348,CEE,CEE 5204,K Hancock,GIS Applications CE,OnlineSync,3,30,T R,3:30PM,4:45PM,ONLINE
82349,CEE,CEE 5264,CM White,Sustainable Land Development,F2F,3,4,M W,2:30PM,3:45PM,WMS 220
82350,CEE,CEE 5264G,LC Marr,Adv Air Resources Engineering,F2F,3,20,T R,12:30PM,1:45PM,PAM 31
82351,CEE,CEE 5274,KD Young,Land Dev Design Projects,F2F,3,0,T R,12:30PM,1:45PM,PAT 316
90509,CEE,CEE 5314,KB Strom,River Mech & Sediment,F2F,3,40,M W F,10:10AM,11:00AM,PAT 316
82352,CEE,CEE 5334,S Saksena,Quantitative Hydrology,F2F,3,20,T R,11:00AM,12:15PM,WLH 340
82353,CEE,CEE 5384,KB Strom,Advanced Open Channel Flow,F2F,3,20,M W F,11:15AM,12:05PM,PAM 31
82354,CEE,CEE 5384,KB Strom,Advanced Open Channel Flow,OnlineSync,3,5,M W F,11:15AM,12:05PM,ONLINE
90510,CEE,CEE 5404,M Arul Jayachandran,Structural Wind Engineering,F2F,3,48,T R,12:30PM,1:45PM,PAT 207
82355,CEE,CEE 5410,EJ Jacques,Intermediate R/C Structures,F2F,3,48,M W,2:30PM,3:45PM,PAT 215
82356,CEE,CEE 5420,M Arul Jayachandran,Computer Mthds Struct Anyls,F2F,3,48,T R,11:00AM,12:15PM,PAT 207
82357,CEE,CEE 5430,AR Phillips,Intermed Design Steel Bldgs,F2F,3,48,T R,9:30AM,10:45AM,PAT 215
90512,CEE,CEE 5454,EJ Jacques,Blast Resistant Design Strs,F2F,3,40,M W,4:00PM,5:15PM,PAT 215
82359,CEE,CEE 5470,MR Eatherton,Design for Seismic Loads,F2F,3,40,T R,2:00PM,3:15PM,PAT 207
90513,CEE,CEE 5490,SW Case,Structural Mechanics,F2F,3,40,M W F,11:15AM,12:05PM,PAT 207
82361,CEE,CEE 5504,A Rodriguez-Marek,Risk Analysis Geotech Engr,F2F,3,30,T R,12:30PM,1:45PM,PAT 12
82362,CEE,CEE 5514,RA Green,Soil Behavior,F2F,3,30,M W F,10:10AM,11:00AM,PAT 12
82363,CEE,CEE 5524,BA Castellanos,Adv Soil Testing,F2F,3,25,M W,2:30PM,5:15PM,PAT 25
82364,CEE,CEE 5534,A Rodriguez-Marek,Foundation Engineering I,F2F,3,30,T R,11:00AM,12:15PM,PAT 12
82365,CEE,CEE 5584,RA Green,Geotech Earthquake Eng,F2F,3,30,T R,9:30AM,10:45AM,PAT 12
90514,CEE,CEE 5594,Staff,Geological Engineering,F2F,3,30,T R,8:00AM,9:15AM,PAT 12
82366,CEE,CEE 5600,S Hotle,Civil Infrastructure Systems,F2F,3,25,M W,4:00PM,5:15PM,USLB 310
82367,CEE,CEE 5604,MM Abbas,Traffic Char & Flow,Hybrid,3,30,T R,12:30PM,1:45PM,MCB 328
82368,CEE,CEE 5610,SW Case,Adv Mech Composite Materials,F2F,3,15,M W F,10:10AM,11:00AM,WLH 340
90572,CEE,CEE 5624,MS HASNINE,Transportation and Land Use,F2F,3,30,M W,2:30PM,3:45PM,MCB 322
90550,CEE,CEE 5754,GW Flintsch,Pav/Brdg Inf Mgt Sys,F2F,3,16,T R,11:00AM,12:15PM,GYM 347
82370,CEE,CEE 5794,JC Little,Env Engr Principles,F2F,3,40,M W F,9:05AM,9:55AM,PAT 316
82371,CEE,CEE 5794,JC Little,Env Engr Principles,OnlineSync,3,5,M W F,9:05AM,9:55AM,ONLINE
82372,CEE,CEE 5804,MA Edwards,Engr Ethics and the Public,F2F,3,36,T,3:30PM,6:15PM,PAT 316
82374,CEE,CEE 5894,Staff,Final Examination,F2F,3,0,(ARR),(ARR),(ARR),00X
82431,CEE,CEE 5944,Staff,Seminar,F2F,1,40,M,12:20PM,1:10PM,WHIT 257
82432,CEE,CEE 5944,MA Rippy,Seminar,F2F,1,50,F,2:30PM,3:20PM,DURHM 261
82433,CEE,CEE 5944,R Hosseini,Seminar,F2F,1,30,W,12:20PM,1:10PM,PAT 12
82434,CEE,CEE 5944,AA Trani,Seminar,F2F,1,30,R,3:30PM,4:45PM,GOODW 244
82435,CEE,CEE 5944,AR Phillips,Seminar,F2F,1,72,F,1:25PM,2:15PM,GOODW 145
90516,CEE,CEE 5944,BA Castellanos,Seminar,F2F,1,25,F,12:20PM,1:10PM,PAT 12
82437,CEE,CEE 5944,MA Rippy,Seminar,OnlineSync,1,10,F,2:30PM,3:20PM,ONLINE
82438,CEE,CEE 5944,AA Trani,Seminar,OnlineSync,1,0,R,3:30PM,4:45PM,ONLINE
82439,CEE,CEE 5944,EW Shealy,Seminar,OnlineSync,1,40,F,12:20PM,1:10PM,ONLINE
91508,CEE,CEE 5984,DF Munoz Pauta,SS: Flood Hazard Modeling,F2F,3,20,T R,8:00AM,9:15AM,GOODW 241
91520,CEE,CEE 5984,DN Ford,SS: Constr Management Dynamics,F2F,3,40,T R,2:00PM,3:15PM,PAT 215
91454,CEE,CEE 6104,PJ Vikesland,Adv Environmentl Chem,F2F,2,15,M W F,12:20PM,1:10PM,MCB 207
90620,CEE,CEE 6414,I Koutromanos,Nonlinear FEA Sol & Struct,F2F,3,15,T R,3:30PM,4:45PM,MCB 219
90619,CEE,CEE 6434,RT Leon,Advanced Steel Design,F2F,3,15,T R,8:00AM,9:15AM,MCB 207
82631,CEM,CEM 2104,K Afsari,Intro to CEM,F2F,3,20,T R,11:00AM,12:15PM,BFH 230
91115,CEM,CEM 2104,K Afsari,Intro to CEM,F2F,3,20,T R,12:30PM,1:45PM,BFH 230
82632,CEM,CEM 2404,LB Lally,Construction Project Documents,F2F,1,40,M,10:10AM,12:00PM,HITT 100
91733,CEM,CEM 2714,Staff,Construction Safety Systems,F2F,3,30,M W,4:00PM,5:15PM,BFH 132
82634,CEM,CEM 2824,A Ammar,Construction Site Analysis,F2F,3,30,M W,12:20PM,1:10PM,HITT 100
91126,CEM,CEM 2824,A Ammar,Construction Site Analysis,F2F,3,0,M W,12:20PM,1:10PM,HITT 100
82635,CEM,CEM 3024,CJ Smith,Cnst Estimating and Scheduling,F2F,3,32,T R,9:30AM,10:45AM,HITT 300B
82636,CEM,CEM 3064,AL Johnson,Intro to Lean Construction,F2F,3,30,T R,12:30PM,1:45PM,BFH 132
82637,CEM,CEM 3074,SE Darr,Global Design and Construction,F2F,3,25,M W,10:10AM,11:00AM,BFH 132
82638,CEM,CEM 3084,L Zhang,Construction Economy,F2F,3,60,T R,8:00AM,9:15AM,HITT 100
82639,CEM,CEM 3134,X Gao,Temporary Structures,F2F,3,60,T R,9:30AM,10:45AM,BFH 230
91731,CEM,CEM 3134,R Zhang,Temporary Structures,F2F,3,30,T R,11:00AM,12:15PM,HITT 300C
82640,CEM,CEM 3164,CM Porterfield,Construction Health and Safety,F2F,3,70,M W F,8:00AM,8:50AM,BFH 230
91171,CEM,CEM 4024,AL Johnson,Constr Law and Contract Admin,F2F,3,30,T R,9:30AM,10:45AM,BFH 132
82641,CEM,CEM 4314,JR Loferski,Design of Wood Structures,F2F,3,52,M W F,12:20PM,1:10PM,JCH 317BC
82642,CEM,CEM 4445,LB Lally,CEM Capstone,F2F,3,40,T R,12:30PM,1:45PM,HITT 300B
82644,CEM,CEM 4446,LB Lally,CEM Capstone,F2F,3,18,T R,11:00AM,12:15PM,BFH 132
91732,CEM,CEM 4644,R Zhang,AI for Design Constr & Ops,F2F,3,30,M W,2:30PM,3:45PM,HITT 300A
91734,CEM,CEM 4714,BM Kleiner,Construction Safety Culture,F2F,3,30,T R,9:30AM,10:45AM,BFH 210
82653,CHE,CHE 2114,SM Martin,Mass and Energy Balances,F2F,3,108,M W F,10:10AM,11:00AM,SURGE 104D
82654,CHE,CHE 2164,WA Ducker,ChE Thermodynamics,F2F,3,25,M W F,12:20PM,1:10PM,GOODW 241
82656,CHE,CHE 3114,Staff,Fluid Transport,F2F,3,96,M W F,9:05AM,9:55AM,MCB 129
82657,CHE,CHE 3124,H Xin,Simulations and Modeling,F2F,3,108,M W F,1:25PM,2:15PM,SURGE 104D
90784,CHE,CHE 3185,AM Karim,Chem Reactor Analysis & Design,F2F,2,120,M W,10:10AM,11:00AM,DDS 230
82660,CHE,CHE 4104,P Rajagopalan,Process Materials,F2F,3,125,T R,2:00PM,3:15PM,SURGE 104B
90786,CHE,CHE 4114,S Khatib,Energy & Climate Change,F2F,3,25,T R,12:30PM,1:45PM,GOODW 244
82661,CHE,CHE 4144,CC McDowell,Bus & Mktg for Proc Industries,F2F,3,25,M W,2:30PM,3:45PM,GOODW 244
82662,CHE,CHE 4185,Y Liu,Process and Plant Design,F2F,4,126,M W,1:25PM,2:15PM,SURGE 104B
82669,CHE,CHE 5044,RS Senger,Engineering Mathematics,F2F,3,36,M W F,11:15AM,12:05PM,MCB 302
82671,CHE,CHE 5125,RM Davis,Transport Phenomena,F2F,3,28,M W,2:30PM,3:45PM,GOODW 241
82672,CHE,CHE 5144,SA Deshmukh,Advanced Thermodynamics,F2F,3,28,T R,11:00AM,12:15PM,GOODW 241
82673,CHE,CHE 5434,LE Achenie,Comp Data Science Process Eng,F2F,3,15,M W,4:00PM,5:15PM,GOODW 244
82676,CHE,CHE 5944,E Kiran,Chemical Engineering Seminar,F2F,1,75,M F,1:25PM,2:15PM,GOODW 115
82680,CHEM,CHEM 1004,JE Eddleton,First Year Experience in Chem,F2F,1,99,W,8:00AM,8:50AM,NCB 320
82681,CHEM,CHEM 1004,JE Eddleton,First Year Experience in Chem,F2F,1,0,W,8:00AM,8:50AM,NCB 320
82682,CHEM,CHEM 1014,CE Wall,Calculations in Chemistry,F2F,3,315,M W,5:30PM,6:45PM,DAV 281
82683,CHEM,CHEM 1014,CE Wall,Calculations in Chemistry,F2F,3,315,M W,7:00PM,8:15PM,DAV 281
82684,CHEM,CHEM 1014,CE Wall,Calculations in Chemistry,F2F,3,0,T R,5:00PM,6:15PM,DAV 281
82685,CHEM,CHEM 1015,JE Eddleton,Chemistry in Context,OnlineAsync,3,325,(ARR),(ARR),(ARR),00X
82686,CHEM,CHEM 1025,JE Eddleton,Chemistry in Context Lab,OnlineAsync,1,325,(ARR),(ARR),(ARR),00X
82687,CHEM,CHEM 1034,SM Arachchige,General Chemistry Recitation,F2F,1,30,T,2:00PM,3:15PM,DAV 120
82688,CHEM,CHEM 1034,SM Arachchige,General Chemistry Recitation,F2F,1,0,T,2:00PM,3:15PM,DAV 320
82689,CHEM,CHEM 1034,SM Arachchige,General Chemistry Recitation,F2F,1,30,T,3:30PM,4:45PM,DAV 320
82690,CHEM,CHEM 1034,SM Arachchige,General Chemistry Recitation,F2F,1,0,T,5:00PM,6:15PM,DAV 220
82691,CHEM,CHEM 1034,SM Arachchige,General Chemistry Recitation,F2F,1,30,T,2:00PM,3:15PM,DAV 220
82692,CHEM,CHEM 1034,SM Arachchige,General Chemistry Recitation,F2F,1,30,T,12:30PM,1:45PM,DAV 320
82693,CHEM,CHEM 1034,SM Arachchige,General Chemistry Recitation,F2F,1,30,T,3:30PM,4:45PM,DAV 120
82694,CHEM,CHEM 1034,SM Arachchige,General Chemistry Recitation,F2F,1,0,T,5:00PM,6:15PM,DAV 320
82695,CHEM,CHEM 1034,SM Arachchige,General Chemistry Recitation,F2F,1,30,T,5:00PM,6:15PM,DAV 120
82696,CHEM,CHEM 1034,SM Arachchige,General Chemistry Recitation,F2F,1,30,T,12:30PM,1:45PM,DAV 220
82697,CHEM,CHEM 1034,SM Arachchige,General Chemistry Recitation,F2F,1,0,T,12:30PM,1:45PM,DAV 120
82698,CHEM,CHEM 1034,SM Arachchige,General Chemistry Recitation,F2F,1,30,T,3:30PM,4:45PM,DAV 220
82699,CHEM,CHEM 1035,SM Arachchige,General Chemistry,F2F,3,315,M W F,10:10AM,11:00AM,DAV 281
82700,CHEM,CHEM 1035,SM Arachchige,General Chemistry,F2F,3,315,M W F,9:05AM,9:55AM,DAV 281
82701,CHEM,CHEM 1035,CE Wall,General Chemistry,F2F,3,315,T R,8:00AM,9:15AM,DAV 281
82702,CHEM,CHEM 1035,Staff,General Chemistry,F2F,3,0,T R,2:00PM,3:15PM,TBA
82703,CHEM,CHEM 1035,J Bowen,General Chemistry,F2F,3,315,M W F,11:15AM,12:05PM,DAV 281
82704,CHEM,CHEM 1035,Staff,General Chemistry,F2F,3,0,M W,4:00PM,5:15PM,TBA
82705,CHEM,CHEM 1035,AT Wagner,General Chemistry,F2F,3,315,M W,2:30PM,3:45PM,DAV 281
82706,CHEM,CHEM 1035,Staff,General Chemistry,F2F,3,315,M W F,1:25PM,2:15PM,DAV 281
82707,CHEM,CHEM 1035,AT Wagner,General Chemistry,F2F,3,315,T R,12:30PM,1:45PM,DAV 281
82708,CHEM,CHEM 1036,J Bowen,General Chemistry,F2F,3,30,M W F,12:20PM,1:10PM,DAV 281
