crn,course,title,schedule_type,modality,cr_hrs,capacity,instructor,days,start_time,end_time,location,exam
84775,ENGE-1414,Foundations of Engr Practice,B,Face-to-Face Instruction,4,72,Staff,M T W R,9:30AM,10:45AM,GOODW 155,00X
84776,ENGE-1414,Foundations of Engr Practice,B,Face-to-Face Instruction,4,50,Staff,M T W R,11:00AM,12:15PM,GOODW 155,00X
84779,ENGE-2634,Intro to Restricted Research,L,Face-to-Face Instruction,1,60,AJ Michaels,M,5:30PM,7:20PM,DURHM 261,00X
84780,ENGE-2964,Field Study,L,Face-to-Face Instruction,1 TO 19,20,ED McNair,R,5:30PM,7:20PM,NCB 130B,00X
84781,ENGE-2964,Field Study,L,Face-to-Face Instruction,1 TO 19,20,ED McNair,W,5:30PM,7:20PM,NCB 130B,00X
84782,ENGE-2974,Independent Study,I,,1 TO 19,0,DT Gray,(ARR),----- (ARR) -----,TBA,00X,
84783,ENGE-2994,Undergraduate Research,R,,1 TO 19,0,DT Gray,(ARR),----- (ARR) -----,TBA,00X,
84784,ENGE-2994,Undergraduate Research,R,,1 TO 19,0,BD Chambers,(ARR),----- (ARR) -----,TBA,00X,
84785,ENGE-2994,Undergraduate Research,R,,1 TO 19,0,DT Gray,(ARR),----- (ARR) -----,TBA,00X,
84786,ENGE-4735,Interdisciplinary Design,L,Face-to-Face Instruction,3,99,MC Paretti,M W,4:00PM,5:15PM,NCB 120,16M
84787,ENGE-4964,Field Study,L,Face-to-Face Instruction,1 TO 19,20,ED McNair,W,5:30PM,7:20PM,NCB 130B,00X
84788,ENGE-4964,Field Study,L,Face-to-Face Instruction,1 TO 19,20,ED McNair,R,5:30PM,7:20PM,NCB 130B,00X
84789,ENGE-4974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
84790,ENGE-4994,Undergraduate Research,R,,1 TO 19,0,DT Gray,(ARR),----- (ARR) -----,TBA,00X,
84791,ENGE-4994,Undergraduate Research,R,,1 TO 19,0,DT Gray,(ARR),----- (ARR) -----,TBA,00X,
84792,ENGE-4994,Undergraduate Research,R,,1 TO 19,0,BD Chambers,(ARR),----- (ARR) -----,TBA,00X,
84793,ENGE-5214,Issues in Engr Education,L,Face-to-Face Instruction,2,30,Staff,M,9:30AM,11:25AM,GOODW 340,09M
84794,ENGE-5224,Disp Lit in Eng Educ,L,Face-to-Face Instruction,3,30,Staff,R,9:30AM,12:15PM,GOODW 244,09R
84795,ENGE-5304,Grad Stud Succ Multicult Envir,L,Face-to-Face Instruction,1,120,S Sajadi,W,5:30PM,7:30PM,GOODW 190,00X
84796,ENGE-5304,Grad Stud Succ Multicult Envir,L,Face-to-Face Instruction,1,100,S Sajadi,W,5:30PM,7:30PM,GOODW 190,00X
84797,ENGE-5304,Grad Stud Succ Multicult Envir,L,Face-to-Face Instruction,1,100,S Sajadi,(ARR),----- (ARR) -----,TBA,00X,
84798,ENGE-5304,Grad Stud Succ Multicult Envir,ONLINE COURSE - VL,Online with Synchronous Mtgs.,1,160,S Sajadi,T,6:00PM,7:50PM,ONLINE,00X
84799,ENGE-5604,Engr Education Rsrch Mthds,L,Face-to-Face Instruction,3,30,Staff,T,9:30AM,12:15PM,GOODW 244,09T
84800,ENGE-5704,EngE Graduate Seminar,L,Face-to-Face Instruction,1,70,Staff,F,10:10AM,11:25AM,GOODW 145,00X
84801,ENGE-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
84802,ENGE-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
84803,ENGE-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
84804,ENGE-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
84806,ENGE-6974,Independent Study,I,,1 TO 19,0,SL Rodriguez,(ARR),----- (ARR) -----,TBA,00X,
84807,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,N Pitterson,(ARR),----- (ARR) -----,TBA,00X,
84808,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,D Kim,(ARR),----- (ARR) -----,TBA,00X,
84809,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,MV Huerta,(ARR),----- (ARR) -----,TBA,00X,
84810,ENGE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
84811,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,S Sajadi,(ARR),----- (ARR) -----,TBA,00X,
84812,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,Q Zhu,(ARR),----- (ARR) -----,TBA,00X,
84813,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,SL Rodriguez,(ARR),----- (ARR) -----,TBA,00X,
84814,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,D Bairaktarova,(ARR),----- (ARR) -----,TBA,00X,
84815,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,JM Case,(ARR),----- (ARR) -----,TBA,00X,
84816,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,JR Grohs,(ARR),----- (ARR) -----,TBA,00X,
84817,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,AS Katz,(ARR),----- (ARR) -----,TBA,00X,
84818,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,DB Knight,(ARR),----- (ARR) -----,TBA,00X,
84819,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,MC Paretti,(ARR),----- (ARR) -----,TBA,00X,
84820,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,VK Lohani,(ARR),----- (ARR) -----,TBA,00X,
84821,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,ED McNair,(ARR),----- (ARR) -----,TBA,00X,
84822,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,HG Murzi Escobar,(ARR),----- (ARR) -----,TBA,00X,
84823,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,JS London,(ARR),----- (ARR) -----,TBA,00X,
84824,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,WC Lee,(ARR),----- (ARR) -----,TBA,00X,
84825,ENGE-7994,Research and Dissertation,R,,1 TO 19,10,H Matusovich,(ARR),----- (ARR) -----,TBA,00X,
84826,ENGL-1004,"Books, Libraries, Archives",L,Face-to-Face Instruction,3,25,IL Johnson,M W F,10:10AM,11:00AM,TORG 1030,10M
84827,ENGL-1004,"Books, Libraries, Archives",L,Face-to-Face Instruction,3,25,IL Johnson,M W F,11:15AM,12:05PM,TORG 1030,11M
84828,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,AJ Hobin,T R,3:30PM,4:45PM,WAL 407,15T
84829,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,JS Cohen,T R,8:00AM,9:15AM,MCB 658,08T
84830,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,LN Corwin,T R,3:30PM,4:45PM,USLB 310,15T
84831,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,2:30PM,3:20PM,DAV 301,14M
84832,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,JS Cohen,T R,12:30PM,1:45PM,SAUND 408,12T
84833,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,10:10AM,11:00AM,BUR 116,10M
84834,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,NC Austin,M W F,2:30PM,3:20PM,AA 109,14M
84835,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,T Becker,T R,2:00PM,3:15PM,TORG 1000,14T
84837,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,TW Passwater,M W F,1:25PM,2:15PM,MCB 204,13M
84838,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,18,G Saeidfar,M W F,8:00AM,8:50AM,MCB 658,08M
84839,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,11:15AM,12:05PM,BUR 116,11M
84840,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,JA Drapeau,M W F,1:25PM,2:15PM,WHIT 281,13M
84841,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,TW Passwater,M W F,11:15AM,12:05PM,MCB 204,11M
84842,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,JA Drapeau,M W F,10:10AM,11:00AM,WHIT 281,10M
84843,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,J Lawrence,M W F,10:10AM,11:00AM,MCB 212,10M
84844,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,9:05AM,9:55AM,BUR 116,09M
84845,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,0,Staff,M W F,8:00AM,8:50AM,BUR 116,08M
84846,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,18,EA Boyer,M W F,9:05AM,9:55AM,MCB 219,09M
84847,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,10:10AM,11:00AM,DAV 301,10M
84848,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,A Jones,M W F,10:10AM,11:00AM,MCB 230,10M
84849,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,T R,12:30PM,1:45PM,WAL 407,12T
84850,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,11:15AM,12:05PM,DAV 301,11M
84851,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,J Lawrence,M W F,11:15AM,12:05PM,MCB 210,11M
84852,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,S Lohani,M W F,11:15AM,12:05PM,MCB 233,11M
84853,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,8:00AM,8:50AM,MCB 216,08M
84854,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,JD Zan,M W F,11:15AM,12:05PM,MCB 226,11M
84855,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,H Baker,T R,9:30AM,10:45AM,MCB 219,09T
84856,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,CE Taylor,M W F,11:15AM,12:05PM,PAM 1002,11M
84857,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,CJ Craig,M W F,1:25PM,2:15PM,BUR 123A,13M
84858,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,T R,9:30AM,10:45AM,MCB 658,09T
84859,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,JT Truscello,T R,11:00AM,12:15PM,MCB 322,11T
84860,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,SE Craig,M W F,1:25PM,2:15PM,MCB 210,13M
84861,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,JT Truscello,T R,12:30PM,1:45PM,USLB 310,12T
84862,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,CC Correll,T R,8:00AM,9:15AM,MCB 212,08T
84863,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W,4:00PM,5:15PM,TBA,16M
84864,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,ST Bennington,M W F,11:15AM,12:05PM,PAM 1010,11M
84865,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,1:25PM,2:15PM,DAV 301,13M
84866,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,JS Cohen,T R,11:00AM,12:15PM,GYM 332,11T
84867,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,H Baker,T R,11:00AM,12:15PM,MCB 219,11T
84868,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,T R,3:30PM,4:45PM,MAJWM 334,15T
84869,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,2:30PM,3:20PM,HOLD 224,14M
84870,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,G Saeidfar,M W F,10:10AM,11:00AM,PAM 2001,10M
84871,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,G Saeidfar,M W F,1:25PM,2:15PM,PAM 1010,13M
84872,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,18,S Lohani,M W F,9:05AM,9:55AM,MCB 210,09M
84873,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,18,TW Passwater,M W F,9:05AM,9:55AM,PAM 3010,09M
84874,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,S Lohani,M W F,10:10AM,11:00AM,PAM 1002,10M
84875,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,JR Greene,M W F,8:00AM,8:50AM,TORG 1050,08M
84876,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,8:00AM,8:50AM,DAV 301,08M
84877,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,18,JR Scallorns,M W F,9:05AM,9:55AM,PAM 2001,09M
84878,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,MS Maycock,M W,2:30PM,3:45PM,TBA,14M
84879,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,NC Austin,M W F,11:15AM,12:05PM,MCB 134,11M
84880,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,18,NC Austin,M W F,9:05AM,9:55AM,MCB 216,09M
84881,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,S Oakey,T R,9:30AM,10:45AM,MCB 212,09T
84882,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,S Lohani,M W F,1:25PM,2:15PM,MCB 316,13M
84883,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,9:05AM,9:55AM,DAV 301,09M
84884,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,11:15AM,12:05PM,ROB 116,11M
84885,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,RJ Hooper,M W F,10:10AM,11:00AM,PAM 1010,10M
84886,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,A Jones,M W F,11:15AM,12:05PM,MCB 322,11M
84887,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,10:10AM,11:00AM,HOLD 224,10M
84889,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,EM Brewer,M W F,10:10AM,11:00AM,PAM 2002,10M
84891,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,SR Conaway,T R,3:30PM,4:45PM,AA 109,15T
84892,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,ST Bennington,M W F,10:10AM,11:00AM,MCB 302,10M
84893,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,T R,8:00AM,9:15AM,TORG 3310,08T
84894,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,18,ST Bennington,M W F,9:05AM,9:55AM,PAM 1002,09M
84895,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,18,A Corradi,M W F,9:05AM,9:55AM,PAM 1010,09M
84896,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,ST Bennington,M W F,8:00AM,8:50AM,MCB 210,08M
84897,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,A Jones,M W F,1:25PM,2:15PM,MCB 226,13M
84898,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,EL Bloomer,M W F,1:25PM,2:15PM,PAM 2002,13M
84899,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,JA Drapeau,M W F,11:15AM,12:05PM,WHIT 281,11M
84900,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,JR Greene,M W F,9:05AM,9:55AM,TORG 1050,09M
84901,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W,2:30PM,3:45PM,TBA,14M
84903,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,JS Cohen,T R,9:30AM,10:45AM,AA 109,09T
84904,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,9:05AM,9:55AM,HOLD 224,09M
84905,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,TW Passwater,M W F,10:10AM,11:00AM,PAM 1001,10M
84906,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,JR Greene,M W F,11:15AM,12:05PM,TORG 1050,11M
84907,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,A Corradi,M W F,11:15AM,12:05PM,NCB 110B,11M
84908,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,RH Canter,M W F,1:25PM,2:15PM,MCB 302,13M
84909,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,RH Canter,M W F,10:10AM,11:00AM,MCB 322,10M
84910,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,H Baker,T R,3:30PM,4:45PM,USLB 210,15T
84911,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,10:10AM,11:00AM,MAJWM 532,10M
84912,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,JD Zan,M W F,10:10AM,11:00AM,GYM 332,10M
84913,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,9:05AM,9:55AM,MCB 328,09M
84914,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,A Corradi,M W F,10:10AM,11:00AM,MCB 216,10M
84915,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,T R,12:30PM,1:45PM,SEITZ 207,12T
84916,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,CC Correll,T R,9:30AM,10:45AM,TBA,09T
84917,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,CJ Craig,M W F,10:10AM,11:00AM,BUR 123A,10M
84918,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,LN Corwin,T R,11:00AM,12:15PM,USLB 210,11T
84919,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,CC Correll,T R,2:00PM,3:15PM,TORG 1050,14T
84920,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,NC Austin,M W F,1:25PM,2:15PM,PAM 1001,13M
84921,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,10:10AM,11:00AM,DAV 325,10M
84922,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,CC Correll,T R,12:30PM,1:45PM,AA 109,12T
84923,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,18,G Saeidfar,M W F,9:05AM,9:55AM,MCB 204,09M
84924,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,18,CE Taylor,M W F,9:05AM,9:55AM,MCB 212,09M
84925,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,MS Maycock,M W,4:00PM,5:15PM,MCB 233,16M
84926,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,A Jones,M W F,9:05AM,9:55AM,MCB 322,09M
84927,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,1:25PM,2:15PM,HOLD 224,13M
84928,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,9:05AM,9:55AM,NCB 110A,09M
84929,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,CE Taylor,M W F,10:10AM,11:00AM,DAV 125,10M
84930,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,T Becker,T R,9:30AM,10:45AM,BUR 123A,09T
84931,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,18,A Corradi,M W F,8:00AM,8:50AM,MCB 212,08M
84932,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,T Becker,T R,12:30PM,1:45PM,BUR 123A,12T
84933,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,0,Staff,M W F,8:00AM,8:50AM,TBA,08M
84934,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,T R,2:00PM,3:15PM,DAV 301,14T
84935,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,RH Canter,M W F,11:15AM,12:05PM,MCB 328,11M
84936,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,LN Corwin,T R,2:00PM,3:15PM,MCB 329,14T
84937,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,LN Corwin,T R,9:30AM,10:45AM,SHANK 360,09T
84938,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,18,JR Scallorns,M W F,8:00AM,8:50AM,MCB 219,08M
84939,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,0,Staff,M W F,8:00AM,8:50AM,TBA,08M
84940,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,JA Drapeau,M W F,9:05AM,9:55AM,WHIT 281,09M
84941,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,18,RJ Hooper,M W F,9:05AM,9:55AM,MCB 658,09M
84942,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,18,H Baker,T R,2:00PM,3:15PM,GYM 346,14T
84943,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,AJ Hobin,T R,2:00PM,3:15PM,WHIT 281,14T
84944,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,11:15AM,12:05PM,ENGEL 219,11M
84945,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,18,EL Bloomer,M W F,10:10AM,11:00AM,DAV 201,10M
84946,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,SR Conaway,T R,2:00PM,3:15PM,MCB 210,14T
84947,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,S Oakey,T R,11:00AM,12:15PM,USLB 310,11T
84948,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,T R,9:30AM,10:45AM,TORG 1050,09T
84949,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,T R,3:30PM,4:45PM,PAM 1001,15T
84950,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,T R,11:00AM,12:15PM,DAV 301,11T
84951,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,8:00AM,8:50AM,PAM 3010,08M
84952,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,18,RE Aitken,M W F,8:00AM,8:50AM,MCB 204,08M
84953,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,8:00AM,8:50AM,MCB 233,08M
84954,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,1:25PM,2:15PM,MCB 328,13M
84955,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,CE Taylor,M W F,1:25PM,2:15PM,MCB 322,13M
84956,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,1:25PM,2:15PM,MCB 240,13M
84957,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,2:30PM,3:20PM,TBA,14M
84958,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,2:30PM,3:20PM,TBA,14M
84959,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,2:30PM,3:20PM,TBA,14M
84960,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,M W F,8:00AM,8:50AM,MCB 226,08M
84961,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,T R,9:30AM,10:45AM,TBA,09T
84962,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,T Becker,T R,8:00AM,9:15AM,MCB 219,08T
84963,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,T R,9:30AM,10:45AM,TBA,09T
84964,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,T R,11:00AM,12:15PM,MAJWM 334,11T
84965,ENGL-1105,First-Year Writing,L,Face-to-Face Instruction,3,20,Staff,T R,2:00PM,3:15PM,TBA,14T
84970,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,HR Patton,T R,12:30PM,1:45PM,WHIT 281,12T
84971,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,IL Johnson,M W F,1:25PM,2:15PM,TORG 1030,13M
84972,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,HR Patton,T R,8:00AM,9:15AM,MCB 204,08T
84973,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,LA Fehr,T R,9:30AM,10:45AM,BUR 116,09T
84974,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,LA Fehr,T R,2:00PM,3:15PM,TBA,14T
84975,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,AK Marzolf,M W F,9:05AM,9:55AM,NCB 110B,09M
84976,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,JA Gibbs,M W F,8:00AM,8:50AM,PAM 2001,08M
84977,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,KL Hall,T R,11:00AM,12:15PM,AA 109,11T
84978,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,MS Maycock,T R,3:30PM,4:45PM,MCB 302,15T
84979,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,18,Staff,T R,12:30PM,1:45PM,GYM 346,12T
84980,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,LA Fehr,T R,8:00AM,9:15AM,BUR 116,08T
84981,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,KL Hall,T R,9:30AM,10:45AM,SHANK 380,09T
84982,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,JA Gibbs,M W F,9:05AM,9:55AM,MAJWM 532,09M
84983,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,SD Gilbert,T R,8:00AM,9:15AM,MCB 210,08T
84984,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,SJ Baker,M W F,9:05AM,9:55AM,ENGEL 219,09M
84985,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,HR Patton,T R,9:30AM,10:45AM,WHIT 257,09T
84986,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,NA Brown,M W F,9:05AM,9:55AM,SHANK 180,09M
84987,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,18,Staff,T R,12:30PM,1:45PM,GYM 345,12T
84988,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,MS Maycock,T R,2:00PM,3:15PM,TBA,14T
84989,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,AK Marzolf,M W F,10:10AM,11:00AM,DER 1084,10M
84990,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,LA Fehr,T R,11:00AM,12:15PM,BUR 116,11T
84991,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,18,Staff,T R,9:30AM,10:45AM,GYM 346,09T
84992,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,AK Marzolf,M W F,11:15AM,12:05PM,HOLD 224,11M
84993,ENGL-1106,First-Year Writing,L,Face-to-Face Instruction,3,20,NA Brown,M W F,2:30PM,3:20PM,TBA,14M
